2015-12-09,561686
2015-12-10,567647
2015-12-11,613272
2015-12-12,611454
2015-12-13,604129
2015-12-14,583526
2015-12-15,555172
2015-12-16,536229
2015-12-17,524316
2015-12-18,551511
2015-12-19,563133
2015-12-20,555586
2015-12-21,543307
2015-12-22,565928
2015-12-23,564575
2015-12-24,585486
2015-12-25,590128
2015-12-26,584214
2015-12-27,558808
2015-12-28,541895
2015-12-29,532857
2015-12-30,535651
2015-12-31,645281
2016-01-01,742974
2016-01-02,643173
2016-01-03,597358
2016-01-04,577871
2016-01-05,563535
2016-01-06,568568
2016-01-07,564865
2016-01-08,580019
2016-01-09,594092
2016-01-10,723755
2016-01-11,674194
2016-01-12,578521
2016-01-13,585524
2016-01-14,594162
2016-01-15,604305
2016-01-16,614135
2016-01-17,596559
2016-01-18,583213
2016-01-19,569330
2016-01-20,585057
2016-01-21,604474
2016-01-22,649256
2016-01-23,630721
2016-01-24,572906
2016-01-25,581799
2016-01-26,686371
2016-01-27,640509
2016-01-28,644935
2016-01-29,649741
2016-01-30,616193
2016-01-31,621097
2016-02-01,682841
2016-02-02,657146
2016-02-03,647364
2016-02-04,407968
2016-02-05,634085
2016-02-06,626145
2016-02-07,1106278
2016-02-08,745428
2016-02-09,632763
2016-02-10,614546
2016-02-11,616859
2016-02-12,407968
2016-02-13,630010
2016-02-14,407968
2016-02-15,639059
2016-02-16,640873
2016-02-17,657396
2016-02-18,647300
2016-02-19,646233
2016-02-20,613993
2016-02-21,621605
2016-02-22,677034
2016-02-23,630217
2016-02-24,604343
2016-02-25,599644
2016-02-26,608196
2016-02-27,601620
2016-02-28,588138
2016-02-29,581940
2016-03-01,591491
2016-03-02,576886
2016-03-03,572830
2016-03-04,610146
2016-03-05,620590
2016-03-06,587600
2016-03-07,575348
2016-03-08,591014
2016-03-09,585898
2016-03-10,549049
2016-03-11,559185
2016-03-12,579036
2016-03-13,559945
2016-03-14,523987
2016-03-15,514699
2016-03-16,531380
2016-03-17,541456
2016-03-18,566383
2016-03-19,577832
2016-03-20,557799
2016-03-21,557633
2016-03-22,565077
2016-03-23,552487
2016-03-24,530173
2016-03-25,538374
2016-03-26,535837
2016-03-27,513011
2016-03-28,504231
2016-03-29,505391
2016-03-30,484437
2016-03-31,503802
2016-04-01,569257
2016-04-02,580058
2016-04-03,586200
2016-04-04,556701
2016-04-05,523878
2016-04-06,512422
2016-04-07,489391
2016-04-08,531269
2016-04-09,539920
2016-04-10,510366
2016-04-11,506853
2016-04-12,506037
2016-04-13,511597
2016-04-14,410924
2016-04-15,485863
2016-04-16,453084
2016-04-17,353126
2016-04-18,485262
2016-04-19,378787
2016-04-20,470432
2016-04-21,412030
2016-04-22,466978
2016-04-23,542447
2016-04-24,520516
2016-04-25,515987
2016-04-26,518464
2016-04-27,502109
2016-04-28,495503
2016-04-29,523321
2016-04-30,546379
2016-05-01,583639
2016-05-02,558226
2016-05-03,511803
2016-05-04,508026
2016-05-05,526611
2016-05-06,521526
2016-05-07,521951
2016-05-08,523877
2016-05-09,510760
2016-05-10,491010
2016-05-11,449379
2016-05-12,495786
2016-05-13,515460
2016-05-14,544273
2016-05-15,517057
2016-05-16,487881
2016-05-17,482266
2016-05-18,491870
2016-05-19,495846
2016-05-20,537815
2016-05-21,532232
2016-05-22,513274
2016-05-23,516758
2016-05-24,514655
2016-05-25,541860
2016-05-26,553121
2016-05-27,578715
2016-05-28,578891
2016-05-29,546189
2016-05-30,540105
2016-05-31,544140
2016-06-01,564907
2016-06-02,526285
2016-06-03,551598
2016-06-04,523169
2016-06-05,496250
2016-06-06,508937
2016-06-07,491759
2016-06-08,512314
2016-06-09,562455
2016-06-10,508351
2016-06-11,494170
2016-06-12,509531
2016-06-13,495820
2016-06-14,488383
2016-06-15,489919
2016-06-16,487760
2016-06-17,484001
2016-06-18,486238
2016-06-19,489485
2016-06-20,492635
2016-06-21,487867
2016-06-22,488235
2016-06-23,494185
2016-06-24,497845
2016-06-25,479598
2016-06-26,465976
2016-06-27,497892
2016-06-28,498101
2016-06-29,498784
2016-06-30,527610
2016-07-01,581145
2016-07-02,530426
2016-07-03,524196
2016-07-04,541464
2016-07-05,530133
2016-07-06,532415
2016-07-07,528772
2016-07-08,529348
2016-07-09,495966
2016-07-10,491345
2016-07-11,535719
2016-07-12,526834
2016-07-13,538120
2016-07-14,545763
2016-07-15,536801
2016-07-16,505077
2016-07-17,491211
2016-07-18,539531
2016-07-19,537583
2016-07-20,528398
2016-07-21,519272
2016-07-22,514586
2016-07-23,475703
2016-07-24,475687
2016-07-25,521777
2016-07-26,513149
2016-07-27,517369
2016-07-28,506273
2016-07-29,506258
2016-07-30,592265
2016-07-31,489214
2016-08-01,553341
2016-08-02,529416
2016-08-03,524471
2016-08-04,514745
2016-08-05,514043
2016-08-06,475281
2016-08-07,471202
2016-08-08,510112
